MID,Nom,Adresse1,Adresse2,CP,Ville,Telephone
35145762,HENRY REGINE BAR TABAC SULKY,9 RUE ANDRE DE VILLOUTREYS,,35150,JANZE,983679112
35145825,TROPEE PASCALE  SNC LE JANVIER,24 AV JEAN JANVIER,TABAC PRESSE,35000,RENNES,299314334
35145895,SNC JJPM MOREL JACQUELINE,31 PLACE DE L'EGLISE,BAR TABAC PRESSE,35520,MELESSE,299669623
35145899,SNC DELAMARCHE TABAC,11 CC BEL AIRE,,35220,CHATEAUBOURG,299623856
35146292,POULY CEDRIC BAR TABAC PRESSE,31 RUE ETIENNE DOLET,,35100,RENNES,299654234
35146428,THOMAS CHRISTINE BAR TABAC,2 RUE DE LA MAIRIE,,35580,LASSY,299323137
35146430,HILAIRE ARNAUD PRESSE PAPETERI,C.CIAL DES PETITES DOUVES,AVENUE DES TRENTE,35190,TINTENIAC,299680110
35146515,SNC AC2M,CTRE CIAL GRAND QUARTIER,ROUTE DE SAINT MALO,35760,SAINT GREGOIRE,299593991
35146615,QUELLIER CATHERINE,TABAC SNC CIMEST,66 BD VILLEBOIS MAREUIL,35100,RENNES,299504967
35146697,PENCALET YANN GAEL TABAC,1 RUE DE L EGLISE,,35500,TAILLIS,256289213
35146723,PINEAU CELINE TABAC BAR,1 RUE DE LA FORGE,,35190,TREVERIEN,299456294
35147368,RIAUD LYNDA BAR TABAC,3 PLACE DE L EGLISE,,35530,BRECE,299001031
35147370,HAMON WILFRIED TABAC PRESSE,SNC LA VOILE ROUGE,3 RUE DU CENTRE,35114,ST BENOIT DES ONDES,962137463
35147379,MEIGNAN ANTHONY,1 PLACE CHATEAUBRIAND,LE CHATEAUBRIAND,35120,DOL DE BRETAGNE,299806688
35147401,MILET LAURENT TABAC,6 RUE DE LA GARE,,35460,TREMBLAY,299982043
35147430,ROUAULT ANNIE SNC,13 PLACE SAINT GILDUIN,,35270,COMBOURG,299731304
35147704,SNC LES 2 PORTS PAUL REMI,66 RUE DE VANNES,BAR TABAC,35600,REDON,223631856
35147706,LEFORT BAR TABAC LE LONGCHAMP,C.C. BEAU SOLEIL,FERME LUNDI,35510,CESSON SEVIGNE,299831103
35147847,JANNET CHRISTOPHE,TABAC PRESSE,1 PLACE DE L EGLISE,35350,ST COULOMB,299890040
35147977,LAHAYE HUBERT TABAC,16 RUE DE CHATEAUBRIANT,,35770,VERN SUR SEICHE,299627399
35148109,CHAUPITRE FLORENCE BAR TABAC,SNC KYMAGWEN,17 RUE DE LA GOUGEONNAIS,35780,LA RICHARDAIS,299461751
35148511,ANDIOC VINCENT BAR TABAC,1 RUE DES ECOLES,LE PETIT ZINC TABAC,35220,ST DIDIER,299007780
35148545,BARBEDET PAMELA,BAR TABAC,16 RUE DES ECOLES,35450,DOURDAIN,299390371
35148552,DARIEL ANNE,CHEZ NANOU,LE BOURG,35330,BOVEL,299920035
35148714,AGENEAU JULIEN,3 RUE DE RENNES,TABAC JAVA'S,35290,QUEDILLAC,299062113
35148930,FENICE RICHARD TABAC BAR,5 RUE CENTRALE,,35520,MONTREUIL LE GAST,299687164
35148967,LETOURNEL JULIEN TABAC,2 RUE DES FORGETS,SNC JML & CO,35580,GUIGNEN,299922065
35149174,BREBION JEAN MARIE TABAC,SNC JMB PRESSE,15 COURS CAMILLE CLAUDEL,35136,ST JACQUES DE LA LANDE,299355697
35149568,LEBEL MARIE LISE,BAR TABAC,4 PLACE DE L EGLISE,35630,VIGNOC,299698000
35149712,DE MARCO FREDERIQUE,11 PLACE DU MARCHI,,35500,VITRE,299750009
35149715,LEMARCHAND CHRISTOPHE EIRL,TABAC PRESSE,80 ROUTE DE LORIENT,35000,RENNES,299330198
35149959,SNC DEFI2 MEIGNAN,11 PLACE DE L EGLISE,,35510,CESSON SEVIGNE,223450811
35150298,LANET SANDY,10 RUE DE L'EGLISE,TABAC CAFE DE SAINT JEAN,35140,ST JEAN SUR COUESNON,984184018
35150847,PEIGNET  SNC  BAR TABAC,2 PLACE JEANNE BEUSNEL,,35760,MONTGERMONT,299688000
35150848,MOUAZE EIRL JULTHE TABAC,1 RUE DU MARECHAL LECLERC,,35530,SERVON SUR VILAINE,618703401
35150911,VITRE THIERRY EIRL,16 PLACE ARISTIDE BRIAND,TABAC,35300,FOUGERES,299993881
35150912,LE QUENTREC  EIRL TABAC,1 PLACE DU VIEUX MARCHE,,35830,BETTON,299557639
35151162,LAJNEF MOHAMED,BAR DES SPORTS LE DRICUS BAR,2 PLACE DE L EGLISE,35500,ST M HERVE,299767805
35151185,PECHARD FABRICE,LE TY GWEN KENNEDY,CENTRE COMMERCIAL KENNEDY,35000,RENNES,299593533
35151242,ORGEVIE SARL PROXI,44 RUE DE RENNES,MR CANDIDO VIEGAS,35230,ORGERES,299576383
35151304,LOUIS FRANCK SNC ROMELI,2 RUE DE SUISSE,CTRE CIAL ITALIE,35200,RENNES,960545794
35151532,EIRL DEHOUX PHILIPPE,11 PLACE DE L'EGLISE,TABAC,35890,BOURG DES COMPTES,299521834
35151642,GRASSET CHRISTOPHE SNC,BAR DES SPORTS,7 PLACE JEAN POIRIER,35450,VAL D IZE,608944164
35151729,MOREL PATRICE,LE BEAU RIVAGE,2 BOULEVARD DES MARECHAUX,35800,DINARD,299461434
35151748,CALES OLIVIER  EIRL TABAC,LE PETIT LONGCHAMPS,1 RUE BERTRAND DUGESCLIN,35490,SENS DE BRETAGNE,299395119
35163366,GIDON NATHALIE,SNC LA BREGNATE,12 RUE DU BOIS DE TEILLEUL,35150,AMANLIS,299445385
35163542,LOTTIN ISABELLE TABAC PRESSE,EIRL LOTTIN,12 PLACE DE L EGLISE,35137,BEDEE,299070026
35163584,SOYER TABAC,3 RUE DE LA MARE PAVEE,SNC ISA BENJI,35235,THORIGNE FOUILLARD,299624496
35163626,CHARRIERE HERVE,L EMERAUDE DE LA BAIE,25 RUE DE SAINT MALO,35120,ST BROLADRE,299803701
35166548,BERTHELOT  TABAC PRESSE,16 PLACE DE L EGLISE,,35580,GOVEN,299420176
35166723,YVOIR          TABAC,BOURG,,35660,RENAC,299720077
36100056,MICHEL JACKY,TABAC PRESSE LIBRAIRIE CADEAUX,98 BIS RUE NATIONALE,36400,LA CHATRE,254481605
36100061,PRIVAT,TABAC LA ROYALE,149 AV JF KENNEDY,36000,CHATEAUROUX,254342272
36111731,MAILLOL MARIE FRANCOISE,LA CIVETTE,38 RUE VICTOIR HUGO,36000,CHATEAUROUX,254227270
36111738,GOGUILLON,LE GAMBETTA,97 AV GAMBETTA,36300,LE BLANC,254370203
36113475,TALVA SOPHIE,TABAC,2 PLACE ALBERT BOIVIN,36210,CHABRIS,254400337
36114265,CHARPENTIER ANTONY,123 RUE DE STRASBOURG,,36000,CHATEAUROUX,254612922
36114320,GODARD R  ET J,TABAC JOURNAUX CADEAUX,12 ROUTE DE TOURS,36700,CHATILLON SUR INDRE,254389304
36128770,CHEZ P'TIT JEAN,MR MARANDON DENIS,ROUTE DU BLANC,36300,RUFFEC,254377005
36131602,MARTIN JEAN CHARLES,AU PARADIS DES FUMEURS,1 RUE BERTRAND,36000,CHATEAUROUX,254343859
36140340,SIAM,BAR TABAC LA SOURCE,8 AVENUE DE LA CHATRE,36000,CHATEAUROUX,254221043
36140925,GRELET ALEXANDRE,TABAC LE SAINTE CATHERINE,1 RUE SAINT MARTIN,36100,ISSOUDUN,254210165
36142050,THOMAS SANDRA,MAG-PRESSE,ZAC LES VARENNES,36200,SAINT MARCEL,254241811
36142112,PEUBRIER SOPHIE,LIBRAIRIE RAULT,13 PLACE DU CHAMP DE FOIRE,36140,AIGURANDE,254063084
36145068,DION MARIE CHRISTINE,CAFE TABAC JOURNAUX,CLAVIERES,36120,ARDENTES,254261597
36145256,CORNILLAT LAURENT,BAR TABAC PMU,8 RUE DU PONT,36210,CHABRIS,254002487
36145502,PASQUET ISABELLE,TABAC PRESSE CENTRE,COMMERCIAL POULIGNY,36160,POULIGNY NOTRE DAME,254302645
36150127,LANDUREAU AGNES,BAR TABAC LE ST LAURENT,22 RUE BASSE,36500,PALLUAU,254384403
36150218,VERRIER CHRISTIAN,TABAC LOTO PRESSE,68 RUE DE LA REPUBLIQUE,36000,CHATEAUROUX,254278048
36166811,GIL PHILIPPE,TABAC AU PIED DE LA TOUR,4 RUE DESCENTE DE VILLE,36000,CHATEAUROUX,254609447
37102605,VULLIERME - PERRIER,3 PLACE JEAN JAURES,TABAC DU PALAIS,37000,TOURS,247613344
37104536,TURBAULT  TABAC LE DUBELLAY,202 RUE DU BOISDENIER,,37000,TOURS,247612603
37109672,CERDAN  RELAIS PRESSE MAGAZINE,C.C. DE LA VALLEE  VIOLETTE,21 RUE DE CHENONCEAUX-GEO EXPR,37300,JOUE LES TOURS,247532381
37111749,QUERE TABAC LE ST CLOUD,36 RUE LAVOISIER,,37300,JOUE LES TOURS,247535841
37114173,BERTHAULT TABAC CALECHE,1 RUE DU VIEUX BOURG,,37390,NOTRE DAME D OE,247413188
37114536,SEGOT TABAC LE BERGERAC,93 RUE COLBERT,,37000,TOURS,247666896
37118954,GIL TABAC LE BALTO,18 RUE DU COMMERCE,,37000,TOURS,247609733
37119373,JAILLETTE,PRESSE LOTO MICHELET,36 BIS AVENUE DE GRAMMONT,37000,TOURS,247643004
37119448,MANCEAU PATRICK TABAC,1 PLACE DE LA GRANGE,,37300,JOUE LES TOURS,247670869
37125495,FRAOLI  TABAC DU CHATEAU,24 PLACE MICHEL DEBRE,GEO EXPRESS,37400,AMBOISE,247573802
37125588,SOULIER,TABAC JOURNAUX,1 PLACE JEAN BAPTISTE MOREAU,37380,MONNAIE,247561105
37125589,RENIER ANNE,BAR TABAC LA SERPE,32 AVENUE LEONARD DE VINCI,37400,AMBOISE,247570195
37125802,VILLEAU TABAC,2 RUE DES AUMONERIES,,37330,CHATEAU LA VALLIERE,247240178
37125985,DEMOIS MARTINE,30 RUE MARCEL VIGNAUD,SNC CAFE DU CENTRE,37420,AVOINE,247584008
37126008,SAUSSEREAU  TABAC,31 RUE DU PONT,,37150,BLERE,247235438
37126011,CHAUVET  TABAC LE HAVANE,25 BIS AVENUE DE GRAMMONT,,37000,TOURS,247643065
37127805,DOS SANTOS,BAR TABAC PRESSE,17 RUE BRULEE,37600,BEAULIEU LES LOCHES,247592954
37128202,PARUSSOLO,TABAC LA ROYALE,12 RUE RABELAIS,37500,CHINON,247931751
37128471,LEMAIRE MICHELE,TABAC-EPICERIE,4 PLACE DU 11 NOVEMBRE,37310,TAUXIGNY,247921866
37132477,GASSOT,TABAC LE BRAZZA,AVENUE DE CORMERY,37550,ST AVERTIN,247277752
37132979,GATIN ANNE,TABAC BAR,6 RUE DE SAUMUR,37140,CHOUZE SUR LOIRE,247951004
37133132,VULLIERME-PERRIER,SNC TABAC PRESSE DU PALAIS,3 PLACE JEAN JAURES,37000,TOURS,247613344
37135838,HERISSON TABAC LA VIGNE,7 RUE DE LA MAIRIE,,37210,CHANCAY,247529927
37136960,EIRL LOYER TABAC PRESSE,2 RUE GEORGES CLEMENCEAU,,37270,MONTLOUIS SUR LOIRE,247508056
37138079,FROGER ROMUALD BAR TABAC,19 RUE LOUIS JEROME GOHIER,,37360,SEMBLANCAY,247567189
37138374,PASQUIER-CAR NICOLE TABAC,2 PLACE VICTOR HUGO,,37300,JOUE LES TOURS,247532473
37138836,CHICOISNE JONATHAN BAR TABAC,4 RUE EUGENE BOUIN,LE LION D'OR,37230,FONDETTES,247422022
37139174,XU CHAOWU BAR TABAC CARROY,7 PLACE DE LA VICTOIRE,,37000,TOURS,247386404
37139562,BESNIER TABAC PRESSE,7 ROUTE NATIONALE 10,,37160,LA CELLE ST AVANT,247650003
37139614,MOSSERON FRANCK TABAC PRESSE,77 RUE GEORGES RENARD,LE DISQUE BLEU,37000,TOURS,247202698
37139617,MEUNIER TABAC PRESSE,LE BOURG,,37800,STE CATHERINE DE FIERBOIS,247655270
37139772,SNC ALLAIS GILLES,60 RUE NATIONALE,,37400,AMBOISE,247570509
37139976,ALDRIN F. TABAC LE CHURCHILL,24 RUE NICOLAS POUSSIN,,37000,TOURS,247392297
37140209,DERAIME PASCAL BAR TABAC,27 BIS AV ST LAZARE,,37500,CHINON,247939119
37140247,COMMANCAIS ISABELLE BAR TABAC,5 GRANDE RUE,,37120,JAULNAY,247956058
37140525,DOUCET SYLVIE BAR TABAC,30 RUE RONSARD,,37310,CHAMBOURG SUR INDRE,247599994
37140625,MEY MEAS BAR TABAC,21 ALLEE DU PROF LOUIS,CC DE LA BERGEONNERIE,37200,TOURS,247250417
37140833,BONDY CHRISTIAN,SNC LE CALUMET TABAC PRESSE,195 AVENUE DE GRAMMONT,37000,TOURS,247050825
37140835,ROSSIGNOL CEDRIC,BAR TABAC,6 AVENUE DU 11 NOVEMBRE,37380,ST LAURENT EN GATINES,247862789
37141133,FERREIRA J-MICHEL TABAC BOULAN,3 RUE DE LA REPUBLIQUE,,37140,BENAIS,247973044
37141179,BARRAULT J.L. BAR TABAC,6 QUAI DE LA GUIGNIERE,,37230,FONDETTES,247420102
37141719,FLEURY JOSETTE,21 PLACE GASTON PAILHOU,BAR TABAC LE CELTIC,37000,TOURS,247615785
37141725,FOUCHER ANNE MARIE BAR TABAC,61 AV JEANNE D'ARC,,37700,LA VILLE AUX DAMES,247449810
37141860,ECHARD TABAC PRESSE,C.C. MONTJOYEUX,LE MONTJOYEUX,37000,TOURS,247282162
37141889,OGOR PRESSE,6 PLACE GENERAL LECLERC,AU BON'HEURE DE LIRE,37300,JOUE LES TOURS,247678034
37142014,GALLAUD DOMINIQUE,TABAC PRESSE LOTO,14 RUE NATIONALE,37130,CINQ MARS LA PILE,247964063
37142041,JULIEN TABAC PRESSE,24 QUAI JEANNE D ARC,,37500,CHINON,247931371
37142108,BERGER LAURENCE,MARKET PRESS,5 RUE DU DR HERPIN,37000,TOURS,247471536
37142214,BENEUX PASCAL TABAC PRESSE,36 RUE DE JEMMAPES,,37100,TOURS,247542886
37142385,MILLON MARIE-EVE BAR TABAC,141 RUE RENE BOYLESVES,L'ESPERANCE,37160,DESCARTES,247924764
37142505,ANGEILLAUME   TABAC,1 PLACE LECLERC,,37240,LIGUEIL,247596090
37142814,MELLIER THIERRY BAR TABAC,CC SUPER U,,37230,LUYNES,247555783
37142833,JOURRAY MANUEL TABAC PRESSE,44 RUE JEAN IGLESSI,,37230,FONDETTES,247422880
37142872,BARREAU MARC,19 RUE GUILLAUMET,TABAC PRESSE LE CYRANO,37000,TOURS,247059494
37142904,VERRONNEAU STATION ESSO TABAC,3 RUE DE COMPOSTELLE,L'ONDE VIENNOISE,37500,CANDES ST MARTIN,247959066
37142935,DESMOUSSEAUX REMY,PRESSE LOTO,C  COMMERCIAL EQUATOP AUCHAN,37540,ST CYR SUR LOIRE,247889919
37143454,DUTOUR PRESSE,ZA DU BLANC CARROI,CTRE CIAL LECLERC,37500,CHINON,247933102
37143460,ARNOUX CHRISTOPHE,BAR TABAC LOTO RESTAURANT,24 RUE DE LA REPUBLIQUE,37800,SEPMES,247654881
37143717,PETIT PHILIPPE,LE COMMERCE,21 PLACE DU CHATEAU,37120,CHAMPIGNY SUR VEUDE,247957519
37144289,GAUTIER DANIELLE TABAC PRESSE,28 GRANDE RUE,,37270,AZAY SUR CHER,247504772
37144431,BENDJEBOUR BECHIK,98 RUE EDOUARD VAILLANT,BAR TABAC LE NARVAL pas chrono,37000,TOURS,245476386
37144594,SNC LE SCRIBE TABAC PRESSE,CC LES COTEAUX,MR BOTHAMY FREDERIC,37270,MONTLOUIS SUR LOIRE,247451622
37144927,LEMESLE JEAN-JACQUES TABAC,8 RUE DE LA MAIRIE,,37390,CHANCEAUX SUR CHOISILLE,247551927
37144947,SNC LE GALLO DU PECQ,BAR TABAC LE CENTENAIRE,5 PL DU CENTENAIRE-FERME MERCR,37210,VERNOU SUR BRENNE,247521243
37144972,SNC NICOVALOU TABAC PRESSE,23 PLACE DES HALLES,** GEO EXPRESS,37140,BOURGUEIL,247977052
37144983,BARON TABAC PRESSE LE ST PAUL,4 PLACE ST PAUL,,37000,TOURS,247202919
37145035,BIANCHI JEAN LUC,CAFE TABAC,PORT BOULET - CHOUZE S LOIRE,37140,BOURGUEIL,247951536
37145441,JEAN-LOUIS EMMANUEL TABAC,128 AVENUE GEORGES SAND,,37700,LA VILLE AUX DAMES,247417242
37145670,STEIB VIRGINIE,BAR TABAC PRESSE,6 PLACE DU BOURG DU FOU,37310,REIGNAC SUR INDRE,247941137
37145896,SNC COJEPHI TABAC BAR PRESSE,10 RUE DE LA MAIRIE,,37170,CHAMBRAY LES TOURS,247283036
37146325,THOMAS NADINE BAR TABAC PRESSE,53 AV ANDRE MAGINOT,LE PARIS,37100,TOURS,247542892
37146366,CANDELA ALEXANDRA LE CHANZY,97 RUE DU GENERAL CHANZY,,37000,TOURS,247399095
37146612,DUGAST THIERRY,12 RUE LOUIS BAILLY,BAR TABAC L'INSTANT CAFE,37800,NOUATRE,247290770
37147190,PILLORGER XAVIER,TABAC PRESSE A COTE,33 RUE DE TOURS,37270,SAINT MARTIN LE BEAU,631974397
37147459,MARCHAND ERIC TABAC BAR,1 RUE PASTEUR,,37140,BOURGUEIL,247978015
37147623,GAIGNARD OLIVIER TABAC,101 BD CHARLES DE GAULLE,,37540,ST CYR SUR LOIRE,247540847
37147708,SNC MARDORE FONTANA FABIENNE,25 PLACE DU MARECHAL LECLERC,TABAC PRESSE,37800,SAINTE MAURE DE TOURAINE,247654002
37147965,BONDY JOHANN TABAC,14 PLACE GAMBETTA,,37190,AZAY LE RIDEAU,247454114
37147985,MONCHATRE TABAC LA CLE D'OR,6 AV DU 11 NOVEMBRE,,37130,BREHEMONT,247967026
37148103,GAUTHIER VINCENT TABAC PRESSE,5 PIERRE BONNARD,CTRE COM DES PERRIERS,37170,CHAMBRAY LES TOURS,247284572
37148410,DION YOLANDE TABAC PRESSE,9 RUE DES LAVANDIERES,,37260,THILOUZE,247219740
37148876,SNC DESHAYES PHILIPPE,56 AVENUE DE LA REPUBLIQUE,,37540,ST CYR SUR LOIRE,247543689
37149009,TRANCHANT VALERIE TABAC,14 AVENUE GAMBETTA,,37500,CHINON,247930086
37149074,SNC CBR FIE JULIEN,3 QUAI DANTON,BAR TABAC LE CBR,37500,CHINON,247930965
37149332,VIRY TABAC PRESSE,41 RUE PRINCIPALE,,37510,SAVONNIERES,247500037
37149552,GIDON BRUNO,BAR TABAC LE P'TIT ZINC,3 RUE SAINT JACQUES,37600,LOCHES,247590537
37149554,ROUVIERE SABINE,104 RUE DE L AREPUBLIQUE,TABAC LA PIPE,37110,CHATEAU RENAULT,247296784
37149570,SOTADIS 37,TABAC PRESSE LOTO,46 RUE DE LA PLAINE,37170,CHAMBRAY LES TOURS,247284563
37149782,TATAMY SAM SNC TABAC,1 PLACE DU GRAND MARCHE,,37000,TOURS,247613607
37149787,POUROL MATHIEU TABAC,AUBERGE DES COTEAUX,12 RUE PRINCIPALE,37500,CRAVANT LES COTE.,247970730
37149806,BOURUMEAU YANN,AUBERGE DE LILETTE,21 RUE ROBERT LECOMTE,37160,BUXEUIL,247597222
37149819,BONDACK BILAL,24 RUE NATIONALE,SNC LE SULTAN,37000,TOURS,247056554
37150131,COGNARD STEVENS,77 AV HENRI ADAM,TABAC CHATEAU FRAISIER,37550,SAINT AVERTIN,247272476
37150977,GAIGNARD MICKAEL,5 RUE DU COMMERCE,TABAC L AUSTRAL,37360,NEUILLE PONT PIERRE,247243234
37151118,PAT ET REG,TABAC PRESSE LOTO,6 RUE THIERS,37130,LANGEAIS,247968233
37151539,ROUSSEAU ERIC TABAC PRESSE,SNC ROUSSEAU,11 RUE DU COMMERCE,37160,DESCARTES,247597160
37151654,LEJAU LAURENT,TABAC PRESSE,9 RUE CHAUMONT PATIN,37290,PREUILLY SUR CLAISE,247946389
37151955,LEVEQUE FRANCINE,11 PLACE DU 11 NOVEMBRE 1918,,37320,ST BRANCHS,247263040
38002876,PAGE SNC,M  ETTORE,26 RUE CLAUDE GENIN,38100,GRENOBLE,476545998
38004535,LE BARRILLEC ET CIE,TABAC,5  RUE THIERS,38000,GRENOBLE,476874034
38006173,PETRIZZELLI,TABAC PRESSE LOTO,15 RUE P BROSSELETTE,38400,ST MARTIN D HERES.,476421064
38006865,ROUDE-ZUCARO,CONFISERIE-CARTERIE,442 AVE DE LA BIBLIOTHEQUE,38400,ST-MARTIN DiHERES,476631921
38007128,SEFERIADIS,TABAC PRESSE,39  BD JOSEPH VALLIER,38100,GRENOBLE,476965332
38008202,CRUZ,TABAC PRESSE LOTO,158 AVENUE DES THERMES,38410,URIAGE,476892011
38008732,GANDIOL SNC,TABAC PRESSE LOTO,174 RUE CHARLES DE GAULLE,38220,VIZILLE,476681410
38100937,VOLPIN FRANCOISE,TABAC,33 GRANDE RUE,38160,SAINT MARCELLIN,476380004
38101005,GARINO MICHEL,TABAC PRESSE,114 RUE DES ALLIES,38100,GRENOBLE,476093960
38101055,PERON,TABAC PRESSE LOTO,27 BOULEVARD CLEMENCEAU,38100,GRENOBLE,476540659
38101067,MATHIEU,SNC BRUYERE TABAC PRESSE,36 AV DE LA BRUYERE,38100,GRENOBLE,476333196
38101097,RIGOUDY EVELYNE,TABAC CADEAUX,1 GRANDE RUE,38150,ROUSSILLON,474864899
38101138,JURY MARTINE,TABAC-LOTO,31 RUE JEAN JAURES,38420,DOMENE,476770817
38101141,DESBOIS,TABAC-PRESSE MAG PRESSE,104 RUE JEAN JAURES,38350,LA MURE,476810673
38101143,REOLON CHRISTIAN,TABAC-LOTO,5 ROUTE DE LA ROCHE,38770,LA MOTTE DiAVEILLANS,476306188
38101149,SEMANAZ SERGE,TABAC-JOURNAUX,41 AV PLAINE FLEURIE,38240,MEYLAN,476904842
38101299,AUDEMARD JEAN-LUC,TABAC LE TOTEM,113 AVE ARISTIDE BRIAND,38600,FONTAINE,476271185
38101303,VIOLETTE SNC,TABAC PRESSE LOTO,97  COURS BERRIAT,38000,GRENOBLE,476963814
38101329,ARMANET BERNADETTE,TABAC PRESSE LOTO,48 RUE DE LA CONVENTION,38200,VIENNE,474855351
38101333,ROBERT SNC,TABAC PRESSE,1 PLACE DE LA LIBERATION,38250,VILLARD DE LANS,960058653
38101353,NATTER FEDI SNC,TABAC-LOTO,11 AV  DE LA GDE CHARTREUSE,38380,ST LAURENT DU PONT,476554956
38104358,GETZMAN ALAIN,AVANT-PROPOS,108, BD MARECHAL PERRET,38210,TULLINS-FURES,476070191
38108408,GRASSELER GABRIEL,TABAC,27 GRANDE RUE,38500,VOIRON,476059530
38108411,BRIOIS BRUNO,TABAC PRESSE,78 MONTEE L  MAGNAT,38780,PONT EVEQUE,474859778
38108414,LE PERCE NEIGE SNC,M  CARNINO -TABAC-,115  AVE DE LA MUZELLE,38860,LES 2 ALPES,476805015
38109681,KERKACHE,PRESSE-LOTO-PMU,15  RUE MARIUS BLANCHET,38100,GRENOBLE,476544165
38109685,VERMEILLE,127 RN 7,CTRE CIAL CASINO,38150,SALAISE / SANNE,474863705
38109689,CATTET KARINE,LA PRESSE COTOISE,11 RUE DES CORDIERS,38260,LA COTE ST ANDRE,474203143
38111186,BOURGAIN JOCELINE,TABAC,100 RUE DE LA REPUBLIQUE,38550,PEAGE DE ROUSSILLON,474867255
38111757,PISSETTY CHRISTIANE,TABAC-PRESSE,335 RTE DES FONDERIES ROYALES,38114,ALLEMONT,476807516
38111761,YNM SNC,TABAC SAVOY,61 RUE DE LA REPUBLIQUE,38300,BOURGOIN JALLIEU,474931992
38111773,CHALVIN RENE,TABAC-LOTO,114 GRANDE RUE,38650,MONESTIER DE CLERMONT,476340216
38113160,MERZI MARCEL,REPUBLIC PRESSE,74 RUE DE LA REPUBLIQUE,38430,MOIRANS,476353039
38113303,MAUD GRENIER,TABAC PRESSE DU GUA,2 PLACE DU CENTRE,38450,LES SAILLANTS DU GUA,476723874
38113732,GENEVAY GERALD,TABAC-PRESSE,1 PROMENADE DES MAGNAUDS,38080,ST ALBAN DE ROCHE,474934774
38113858,DEVIDAL CHRISTOPHE,CAFE RESTAURANTCHEZ CHRISTOPHE,25 RUE DU TRIEVOZ,38150,ASSIEU,474844214
38114298,IBOUD JOEL,TABAC-PRESSE,12 PLACE DES TUILEAUX,38240,MEYLAN,476410355
38114658,FABRY,TABAC PRESSSE,1 PLACE DU SOUVENIR FRANCAIS,38160,ST ROMANS,476384077
38114662,SQUALLI,TABAC PRESSE,159 COURS DE LA LIBERATION,38100,GRENOBLE,476967826
38114676,BOUTELDJA,TABAC PRESSE,109 GALERIE DE L ARLEQUIN,38100,GRENOBLE,637018033
38117038,VEUJOZ MARTINE,63 COURS JEAN JAURES,,38000,GRENOBLE,476460568
38117144,LOZANO SARL,PRESSE,178 ROUTE DE LYON,38300,DOMARIN,474439758
38117555,GAILLARD PATRICE,LE FONTANIL,5 PLACE DE LA FONTAINE,38120,SAINT EGREVE,476757051
38117724,QUIN PAUL,28 RUE DU 8 MAI 1945,,38090,VILLEFONTAINE VILLAGE,474964520
38117921,CHUZEL,LE MALHERBE,1 AVENUE DE MALHERBE,38100,GRENOBLE,476253216
38118018,STAHL BRUNO,17 RUE GABRIEL DIDIER,,38130,ECHIROLLES,966952551
38118041,GOUDARD ERICK,CENTRE COMMERCIAL DU MAIL,30 B ROUTE DE GRENOBLE,38160,ST SAUVEUR,476640308
38119385,MOI SABIRON,PLACE DE L' EGLISE,,38330,ST ISMIER,476521824
38120178,VENDRA MARIA ANNE,2 RUE ST JACQUES,,38000,GRENOBLE,476546478
38120766,SAPIN NADINE,TABAC DES HALLES,1 RUE DE LA REPUBLIQUE,38110,LA TOUR DU PIN,474970814
38121243,BOUCHETA MOHAMED,TABAC PRESSE,18 AVENUE DU 8 MAI 1945,38400,ST MARTIN D HERES     B,965224564
38121278,CORDIER THIERRY,SNC D E E F T,27 COURS DE LA LIBERATION,38100,GRENOBLE,476961147
38121713,JACCOUD,SNC CARRE D AS,4 RUE JOSEPH CHANRION,38000,GRENOBLE,476441265
38121715,GUILLON,90388,178 AVENUE DE LA GARE,38560,JARRIE,476786814
38123574,JALLUT ANNE SOPHIE,TABAC PRESSE,155 RUE DU BOURG,38140,LA MURETTE,476673531
38124213,TALBOT CATHERINE,TABAC,4 RUE DE LA GORGE,38580,ALLEVARD,476975063
38124407,DUBOIS XAVIER,TABAC PRESSE LE HAVANNE,2 RUE MOLIERE,38000,GRENOBLE,476465639
38125851,EXCOFFIER JEAN-LUC,TABAC PRESSE LOTO,7 RUE ARAGO,38000,GRENOBLE,476466453
38125871,FIAULT  JEAN-CLAUDE,TABAC,17 AV JEAN JAURES,38150,ROUSSILLON,474867701
38126551,MARTIN FRANCK,TABAC PRESSE LOTO,1 RUE RENE LESAGE,38100,GRENOBLE,476442934
38126670,GILLET,SNC GILLET FAUPIN,128 BIS BD JOLIOT CURIE,38600,FONTAINE,476500997
38126943,CHUNG JACQUES,SNC TABAC LES EAUX CLAIRES,22 RUE DES EAUX CLAIRES,38100,GRENOBLE,476964367
38128370,GERBER,TABAC PRESSE EPICERIE,3 ROUTE DES SOURCES,38630,VEYRINS,0
38128611,CARON SNC,TABAC PRESSE,RN 90 AVENUE JOLIOT CURIE,38920,CROLLES,476080579
38128636,BLANCHARD PASCALE,PRESSE,1092 RUE DE LA REPUBLIQUE,38140,RENAGE,476911303
38131960,LE ROY YANN,TABAC PRESSE,55 CHEMIN NEUF,38270,REVEL TOURDAN,474845821
38132331,FRENDA,SNC SVTF,44 AVENUE JEAN JAURES,38500,VOIRON,476055326
38132904,FABRE,TABAC PRESSE,105 RUE DE L EYGALA,38700,CORENC,476622868
38132961,GROS ALEXANDRE,BAR TABAC DE LA POSTE,512 ROUTE NATIONALE 7,38550,AUBERIVES SUR VAREZE,474849520
